ADAMS,Adams (Pob.)
CITY OF MATI (Capital),Tagbinonga
CITY OF MATI (Capital),Taguibo
CITY OF MATI (Capital),Tamisan
SAN ISIDRO,Baon
SAN ISIDRO,Bitaogan
SAN ISIDRO,Cambaleon
SAN ISIDRO,Dugmanon
SAN ISIDRO,Iba
SAN ISIDRO,La Union
SAN ISIDRO,Lapu-lapu
SAN ISIDRO,Maag
SAN ISIDRO,Manikling
SAN ISIDRO,Maputi
SAN ISIDRO,Batobato (Pob.)
SAN ISIDRO,San Miguel
SAN ISIDRO,San Roque
SAN ISIDRO,Santo Rosario
SAN ISIDRO,Sudlon
SAN ISIDRO,Talisay
TARRAGONA,Cabagayan
TARRAGONA,Central (Pob.)
TARRAGONA,Dadong
TARRAGONA,Jovellar
TARRAGONA,Limot
TARRAGONA,Lucatan
TARRAGONA,Maganda
TARRAGONA,Ompao
TARRAGONA,Tomoaong
TARRAGONA,Tubaon
COMPOSTELA,Bagongon
COMPOSTELA,Gabi
COMPOSTELA,Lagab
COMPOSTELA,Mangayon
COMPOSTELA,Mapaca
COMPOSTELA,Maparat
COMPOSTELA,New Alegria
COMPOSTELA,Ngan
COMPOSTELA,Osme├▒a
COMPOSTELA,Panansalan
COMPOSTELA,Poblacion
COMPOSTELA,San Jose
COMPOSTELA,San Miguel
COMPOSTELA,Siocon
COMPOSTELA,Tamia
COMPOSTELA,Aurora
LAAK (SAN VICENTE),Aguinaldo
LAAK (SAN VICENTE),Banbanon
LAAK (SAN VICENTE),Binasbas
LAAK (SAN VICENTE),Cebulida
LAAK (SAN VICENTE),Il Papa
LAAK (SAN VICENTE),Kaligutan
LAAK (SAN VICENTE),Kapatagan
LAAK (SAN VICENTE),Kidawa
LAAK (SAN VICENTE),Kilagding
LAAK (SAN VICENTE),Kiokmay
LAAK (SAN VICENTE),Langtud
LAAK (SAN VICENTE),Longanapan
LAAK (SAN VICENTE),Naga
LAAK (SAN VICENTE),Laac (Pob.)
LAAK (SAN VICENTE),San Antonio
LAAK (SAN VICENTE),Amor Cruz
LAAK (SAN VICENTE),Ampawid
LAAK (SAN VICENTE),Andap
LAAK (SAN VICENTE),Anitap
LAAK (SAN VICENTE),Bagong Silang
LAAK (SAN VICENTE),Belmonte
LAAK (SAN VICENTE),Bullucan
LAAK (SAN VICENTE),Concepcion
LAAK (SAN VICENTE),Datu Ampunan
LAAK (SAN VICENTE),Datu Davao
LAAK (SAN VICENTE),Do├▒a Josefa
LAAK (SAN VICENTE),El Katipunan
LAAK (SAN VICENTE),Imelda
LAAK (SAN VICENTE),Inacayan
LAAK (SAN VICENTE),Mabuhay
LAAK (SAN VICENTE),Macopa
LAAK (SAN VICENTE),Malinao
LAAK (SAN VICENTE),Mangloy
LAAK (SAN VICENTE),Melale
LAAK (SAN VICENTE),New Bethlehem
LAAK (SAN VICENTE),Panamoren
LAAK (SAN VICENTE),Sabud
LAAK (SAN VICENTE),Santa Emilia
LAAK (SAN VICENTE),Santo Ni├▒o
LAAK (SAN VICENTE),Sisimon
MABINI (DOÑA ALICIA),Cadunan
MABINI (DOÑA ALICIA),Pindasan
MABINI (DOÑA ALICIA),Cuambog (Pob.)
MABINI (DOÑA ALICIA),Tagnanan (Mampising)
MABINI (DOÑA ALICIA),Anitapan
MABINI (DOÑA ALICIA),Cabuyuan
MABINI (DOÑA ALICIA),Del Pilar
MABINI (DOÑA ALICIA),Libodon
MABINI (DOÑA ALICIA),Golden Valley (Maraut)
MABINI (DOÑA ALICIA),Pangibiran
MABINI (DOÑA ALICIA),San Antonio
MACO,Anibongan
MACO,Anislagan
MACO,Binuangan
MACO,Bucana
MACO,Calabcab
MACO,Concepcion
MACO,Dumlan
MACO,Elizalde (Somil)
MACO,Pangi (Gaudencio Antonio)
MACO,Gubatan
MACO,Hijo
MACO,Kinuban
MACO,Langgam
MACO,Lapu-lapu
MACO,Libay-libay
MACO,Limbo
MACO,Lumatab
MACO,Magangit
MACO,Malamodao
MACO,Manipongol
MACO,Mapaang
MACO,Masara
MACO,New Asturias
MACO,Panibasan
MACO,Panoraon
MACO,Poblacion
MACO,San Juan
MACO,San Roque
MACO,Sangab
MACO,Taglawig
MACO,Mainit
MACO,New Barili
MACO,New Leyte
MACO,New Visayas
MACO,Panangan
MACO,Tagbaros
MACO,Teresa
MARAGUSAN (SAN MARIANO),Bagong Silang
MARAGUSAN (SAN MARIANO),Mapawa
MARAGUSAN (SAN MARIANO),Maragusan (Pob.)
MARAGUSAN (SAN MARIANO),New Albay
MARAGUSAN (SAN MARIANO),Tupaz
MARAGUSAN (SAN MARIANO),Bahi
MARAGUSAN (SAN MARIANO),Cambagang
MARAGUSAN (SAN MARIANO),Coronobe
MARAGUSAN (SAN MARIANO),Katipunan
MARAGUSAN (SAN MARIANO),Lahi
MARAGUSAN (SAN MARIANO),Langgawisan
MARAGUSAN (SAN MARIANO),Mabugnao
MARAGUSAN (SAN MARIANO),Magcagong
MARAGUSAN (SAN MARIANO),Mahayahay
MARAGUSAN (SAN MARIANO),Mauswagon
MARAGUSAN (SAN MARIANO),New Katipunan
MARAGUSAN (SAN MARIANO),New Man-ay
MARAGUSAN (SAN MARIANO),New Panay
MARAGUSAN (SAN MARIANO),Paloc
MARAGUSAN (SAN MARIANO),Pamintaran
MARAGUSAN (SAN MARIANO),Parasanon
MARAGUSAN (SAN MARIANO),Talian
MARAGUSAN (SAN MARIANO),Tandik
MARAGUSAN (SAN MARIANO),Tigbao
MAWAB,Andili
MAWAB,Bawani
MAWAB,Concepcion
MAWAB,Malinawon
MAWAB,Nueva Visayas
MAWAB,Nuevo Iloco
MAWAB,Poblacion
MAWAB,Salvacion
MAWAB,Saosao
MAWAB,Sawangan
MAWAB,Tuboran
MONKAYO,Awao
MONKAYO,Babag
MONKAYO,Banlag
MONKAYO,Baylo
MONKAYO,Casoon
MONKAYO,Inambatan
MONKAYO,Haguimitan
MONKAYO,Macopa
MONKAYO,Mamunga
MONKAYO,Naboc
MONKAYO,Olaycon
MONKAYO,Pasian (Santa Filomena)
MONKAYO,Poblacion
MONKAYO,Rizal
MONKAYO,Salvacion
MONKAYO,San Isidro
MONKAYO,San Jose
MONKAYO,Tubo-tubo (New Del Monte)
MONKAYO,Upper Ulip
MONKAYO,Union
MONKAYO,Mount Diwata
MONTEVISTA,Banagbanag
MONTEVISTA,Banglasan
MONTEVISTA,Bankerohan Norte
MONTEVISTA,Bankerohan Sur
MONTEVISTA,Camansi
MONTEVISTA,Camantangan
MONTEVISTA,Concepcion
MONTEVISTA,Dauman
MONTEVISTA,Canidkid
MONTEVISTA,Lebanon
MONTEVISTA,Linoan
MONTEVISTA,Mayaon
MONTEVISTA,New Calape
MONTEVISTA,New Dalaguete
MONTEVISTA,New Cebulan (Sambayon)
MONTEVISTA,New Visayas
MONTEVISTA,Prosperidad
MONTEVISTA,San Jose (Pob.)
MONTEVISTA,San Vicente
MONTEVISTA,Tapia
NABUNTURAN (Capital),Anislagan
NABUNTURAN (Capital),Antiquera
NABUNTURAN (Capital),Basak
NABUNTURAN (Capital),Cabacungan
NABUNTURAN (Capital),Cabidianan
NABUNTURAN (Capital),Katipunan
NABUNTURAN (Capital),Libasan
NABUNTURAN (Capital),Linda
NABUNTURAN (Capital),Magading
NABUNTURAN (Capital),Magsaysay
NABUNTURAN (Capital),Mainit
NABUNTURAN (Capital),Manat
NABUNTURAN (Capital),Matilo
NABUNTURAN (Capital),Mipangi
NABUNTURAN (Capital),New Dauis
NABUNTURAN (Capital),New Sibonga
NABUNTURAN (Capital),Ogao
NABUNTURAN (Capital),Pangutosan
NABUNTURAN (Capital),Poblacion
NABUNTURAN (Capital),San Isidro
NABUNTURAN (Capital),San Roque
NABUNTURAN (Capital),San Vicente
NABUNTURAN (Capital),Santa Maria
NABUNTURAN (Capital),Santo Ni├▒o (Kao)
NABUNTURAN (Capital),Sasa
NABUNTURAN (Capital),Tagnocon
NABUNTURAN (Capital),Bayabas
NABUNTURAN (Capital),Bukal
NEW BATAAN,Bantacan
NEW BATAAN,Batinao
NEW BATAAN,Camanlangan
NEW BATAAN,Cogonon
NEW BATAAN,Fatima
NEW BATAAN,Katipunan
NEW BATAAN,Magsaysay
NEW BATAAN,Magangit
NEW BATAAN,Pagsabangan
NEW BATAAN,Panag
NEW BATAAN,Cabinuangan (Pob.)
NEW BATAAN,San Roque
NEW BATAAN,Andap
NEW BATAAN,Kahayag
NEW BATAAN,Manurigao
NEW BATAAN,Tandawan
PANTUKAN,Bongabong
PANTUKAN,Bongbong
PANTUKAN,P. Fuentes
PANTUKAN,Kingking (Pob.)
PANTUKAN,Magnaga
PANTUKAN,Matiao
PANTUKAN,Napnapan
PANTUKAN,Tagdangua
PANTUKAN,Tambongon
PANTUKAN,Tibagon
PANTUKAN,Las Arenas
PANTUKAN,Araibo
PANTUKAN,Tag-Ugpo
DON MARCELINO,Calian
DON MARCELINO,Kiobog
DON MARCELINO,North Lamidan
DON MARCELINO,Lawa (Pob.)
DON MARCELINO,Nueva Villa
DON MARCELINO,Talagutong (Pob.)
DON MARCELINO,Baluntaya
DON MARCELINO,Dalupan
DON MARCELINO,Kinanga
DON MARCELINO,Lanao
DON MARCELINO,Lapuan
DON MARCELINO,Linadasan
DON MARCELINO,Mabuhay
DON MARCELINO,South Lamidan
DON MARCELINO,West Lamidan
JOSE ABAD SANTOS (TRINIDAD),Buguis
JOSE ABAD SANTOS (TRINIDAD),Balangonan
JOSE ABAD SANTOS (TRINIDAD),Bukid
JOSE ABAD SANTOS (TRINIDAD),Butuan
JOSE ABAD SANTOS (TRINIDAD),Butulan
JOSE ABAD SANTOS (TRINIDAD),Caburan Big
JOSE ABAD SANTOS (TRINIDAD),Caburan Small (Pob.)
JOSE ABAD SANTOS (TRINIDAD),Camalian
JOSE ABAD SANTOS (TRINIDAD),Carahayan
JOSE ABAD SANTOS (TRINIDAD),Cayaponga
JOSE ABAD SANTOS (TRINIDAD),Culaman
JOSE ABAD SANTOS (TRINIDAD),Kalbay
JOSE ABAD SANTOS (TRINIDAD),Kitayo
JOSE ABAD SANTOS (TRINIDAD),Magulibas
JOSE ABAD SANTOS (TRINIDAD),Malalan
JOSE ABAD SANTOS (TRINIDAD),Mangile
JOSE ABAD SANTOS (TRINIDAD),Marabutuan
JOSE ABAD SANTOS (TRINIDAD),Meybio
JOSE ABAD SANTOS (TRINIDAD),Molmol
JOSE ABAD SANTOS (TRINIDAD),Nuing
JOSE ABAD SANTOS (TRINIDAD),Patulang
JOSE ABAD SANTOS (TRINIDAD),Quiapo
JOSE ABAD SANTOS (TRINIDAD),San Isidro
JOSE ABAD SANTOS (TRINIDAD),Sugal
JOSE ABAD SANTOS (TRINIDAD),Tabayon
JOSE ABAD SANTOS (TRINIDAD),Tanuman
MALITA,Bito
MALITA,Bolila
MALITA,Buhangin
MALITA,Culaman
MALITA,Datu Danwata
MALITA,Demoloc
MALITA,Felis
MALITA,Fishing Village (Fisherman's Village)
MALITA,Kibalatong
MALITA,Kidalapong
MALITA,Kilalag
MALITA,Kinangan
MALITA,Lacaron
MALITA,Lagumit
MALITA,Lais
MALITA,Little Baguio
MALITA,Macol
MALITA,Mana
MALITA,Manuel Peralta
MALITA,New Argao
MALITA,Pangian
MALITA,Pinalpalan
MALITA,Poblacion
MALITA,Sangay
MALITA,Talogoy
MALITA,Tical
MALITA,Ticulon
MALITA,Tingolo
MALITA,Tubalan
MALITA,Pangaleon
SANTA MARIA,Basiawan
SANTA MARIA,Buca
SANTA MARIA,Cadaatan
SANTA MARIA,Kidadan
SANTA MARIA,Kisulad
SANTA MARIA,Malalag Tubig
SANTA MARIA,Mamacao
SANTA MARIA,Ogpao
SANTA MARIA,Poblacion
SANTA MARIA,Pongpong
SANTA MARIA,San Agustin
SANTA MARIA,San Antonio
SANTA MARIA,San Isidro
SANTA MARIA,San Juan
SANTA MARIA,San Pedro
SANTA MARIA,San Roque
SANTA MARIA,Tanglad
SANTA MARIA,Santo Ni├▒o
SANTA MARIA,Santo Rosario
SANTA MARIA,Datu Daligasao
SANTA MARIA,Datu Intan
SANTA MARIA,Kinilidan
SARANGANI,Batuganding
SARANGANI,Konel
SARANGANI,Lipol
SARANGANI,Mabila (Pob.)
SARANGANI,Patuco (Sarangani Norte)
SARANGANI,Laker (Sarangani Sur)
SARANGANI,Tinina
SARANGANI,Camahual
SARANGANI,Camalig
SARANGANI,Gomtago
SARANGANI,Tagen
SARANGANI,Tucal
ALAMADA,Bao
ALAMADA,Barangiran
ALAMADA,Camansi
ALAMADA,Dado
ALAMADA,Guiling
ALAMADA,Kitacubong (Pob.)
ALAMADA,Macabasa
ALAMADA,Malitubog
ALAMADA,Mapurok
ALAMADA,Pacao
ALAMADA,Paruayan
ALAMADA,Pigcawaran
ALAMADA,Polayagan
ALAMADA,Rangayen
ALAMADA,Lower Dado
ALAMADA,Mirasol
ALAMADA,Raradangan
CARMEN,Aroman
CARMEN,Bentangan
CARMEN,Cadiis
CARMEN,General Luna
CARMEN,Katanayanan
CARMEN,Kib-Ayao
CARMEN,Kibenes
CARMEN,Kibugtongan
CARMEN,Kilala
CARMEN,Kimadzil
CARMEN,Kitulaan
CARMEN,Langogan
CARMEN,Lanoon
CARMEN,Liliongan
CARMEN,Ugalingan (Lumayong)
CARMEN,Macabenban
CARMEN,Malapag
CARMEN,Manarapan
CARMEN,Manili
CARMEN,Nasapian
CARMEN,Palanggalan
CARMEN,Pebpoloan
CARMEN,Poblacion
CARMEN,Ranzo
CARMEN,Tacupan
CARMEN,Tambad
CARMEN,Tonganon
CARMEN,Tupig
KABACAN,Aringay
KABACAN,Bangilan
KABACAN,Bannawag
KABACAN,Buluan
KABACAN,Cuyapon
KABACAN,Dagupan
KABACAN,Katidtuan
KABACAN,Kayaga
KABACAN,Kilagasan
KABACAN,Magatos
KABACAN,Malamote
KABACAN,Malanduague
KABACAN,Nanga-an
KABACAN,Osias
KABACAN,Paatan Lower
KABACAN,Paatan Upper
KABACAN,Pedtad
KABACAN,Pisan
KABACAN,Poblacion
KABACAN,Salapungan
KABACAN,Sanggadong
KABACAN,Simbuhay
KABACAN,Simone
KABACAN,Tamped
CITY OF KIDAPAWAN (Capital),Amas
CITY OF KIDAPAWAN (Capital),Amazion
CITY OF KIDAPAWAN (Capital),Balabag
CITY OF KIDAPAWAN (Capital),Balindog
CITY OF KIDAPAWAN (Capital),Benoligan
CITY OF KIDAPAWAN (Capital),Berada
CITY OF KIDAPAWAN (Capital),Gayola
CITY OF KIDAPAWAN (Capital),Ginatilan
CITY OF KIDAPAWAN (Capital),Ilomavis
CITY OF KIDAPAWAN (Capital),Indangan
CITY OF KIDAPAWAN (Capital),Junction
CITY OF KIDAPAWAN (Capital),Kalaisan
CITY OF KIDAPAWAN (Capital),Kalasuyan
CITY OF KIDAPAWAN (Capital),Katipunan
CITY OF KIDAPAWAN (Capital),Lanao
CITY OF KIDAPAWAN (Capital),Linangcob
CITY OF KIDAPAWAN (Capital),Luvimin
CITY OF KIDAPAWAN (Capital),Macabolig
CITY OF KIDAPAWAN (Capital),Malinan
CITY OF KIDAPAWAN (Capital),Manongol
CITY OF KIDAPAWAN (Capital),Marbel (Embac)
CITY OF KIDAPAWAN (Capital),Mateo
CITY OF KIDAPAWAN (Capital),Meochao
CITY OF KIDAPAWAN (Capital),Mua-an
CITY OF KIDAPAWAN (Capital),New Bohol
CITY OF KIDAPAWAN (Capital),Nuangan
CITY OF KIDAPAWAN (Capital),Onica
CITY OF KIDAPAWAN (Capital),Paco
CITY OF KIDAPAWAN (Capital),Patadon (Patadon East)
CITY OF KIDAPAWAN (Capital),Perez
CITY OF KIDAPAWAN (Capital),Poblacion
CITY OF KIDAPAWAN (Capital),San Isidro
CITY OF KIDAPAWAN (Capital),San Roque
CITY OF KIDAPAWAN (Capital),Santo Ni├▒o
CITY OF KIDAPAWAN (Capital),Sibawan
CITY OF KIDAPAWAN (Capital),Sikitan
CITY OF KIDAPAWAN (Capital),Singao
CITY OF KIDAPAWAN (Capital),Sudapin
CITY OF KIDAPAWAN (Capital),Sumbao
CITY OF KIDAPAWAN (Capital),Magsaysay
LIBUNGAN,Abaga
LIBUNGAN,Baguer
LIBUNGAN,Barongis
LIBUNGAN,Batiocan
LIBUNGAN,Cabaruyan
LIBUNGAN,Cabpangi
LIBUNGAN,Demapaco
LIBUNGAN,Grebona
LIBUNGAN,Gumaga
LIBUNGAN,Kapayawi
LIBUNGAN,Kiloyao
LIBUNGAN,Kitubod
LIBUNGAN,Malengen
LIBUNGAN,Montay
LIBUNGAN,Nica-an
LIBUNGAN,Palao
LIBUNGAN,Poblacion
LIBUNGAN,Sinapangan
LIBUNGAN,Sinawingan
LIBUNGAN,Ulamian
MAGPET,Alibayon
MAGPET,Bagumbayan
MAGPET,Bangkal
MAGPET,Bantac
MAGPET,Basak
MAGPET,Binay
MAGPET,Bongolanon
MAGPET,Datu Celo
MAGPET,Del Pilar
MAGPET,Doles
MAGPET,Gubatan
MAGPET,Ilian
MAGPET,Inac
MAGPET,Kamada
MAGPET,Kauswagan
MAGPET,Kisandal
MAGPET,Magcaalam
MAGPET,Mahongcog
MAGPET,Manobo
MAGPET,Noa
MAGPET,Owas
MAGPET,Pangao-an
MAGPET,Poblacion
MAGPET,Sallab
MAGPET,Tagbac
MAGPET,Temporan
MAGPET,Amabel
MAGPET,Balete
MAGPET,Don Panaca
MAGPET,Imamaling
MAGPET,Kinarum
MAGPET,Manobisa
MAKILALA,Batasan
MAKILALA,Bato
MAKILALA,Biangan
MAKILALA,Buena Vida
MAKILALA,Buhay
MAKILALA,Bulakanon
MAKILALA,Cabilao
MAKILALA,Concepcion
MAKILALA,Dagupan
MAKILALA,Garsika
MAKILALA,Guangan
MAKILALA,Indangan
MAKILALA,Jose Rizal
MAKILALA,Katipunan II
MAKILALA,Kawayanon
MAKILALA,Kisante
MAKILALA,Leboce
MAKILALA,Libertad
MAKILALA,Luayon
MAKILALA,Luna Norte
MAKILALA,Luna Sur
MAKILALA,Malabuan
MAKILALA,Malasila
MAKILALA,Malungon
MAKILALA,New Baguio
MAKILALA,New Bulatukan
MAKILALA,New Cebu
MAKILALA,Old Bulatukan
MAKILALA,Poblacion
MAKILALA,Rodero
MAKILALA,Saguing
MAKILALA,San Vicente
MAKILALA,Santa Felomina
MAKILALA,Santo Ni├▒o
MAKILALA,Sinkatulan
MAKILALA,Taluntalunan
MAKILALA,Villaflores
MAKILALA,New Israel
MATALAM,New Alimodian
MATALAM,Arakan
MATALAM,Bangbang
MATALAM,Bato
MATALAM,Central Malamote
MATALAM,Dalapitan
MATALAM,Estado
MATALAM,Ilian
MATALAM,Kabulacan
MATALAM,Kibia
MATALAM,Kibudoc
MATALAM,Kidama
MATALAM,Kilada
MATALAM,Lampayan
MATALAM,Latagan
MATALAM,Linao
MATALAM,Lower Malamote
MATALAM,Manubuan
MATALAM,Manupal
MATALAM,Marbel
MATALAM,Minamaing
MATALAM,Natutungan
MATALAM,New Bugasong
MATALAM,New Pandan
MATALAM,Patadon West
MATALAM,Poblacion
MATALAM,Salvacion
MATALAM,Santa Maria
MATALAM,Sarayan
MATALAM,Taculen
MATALAM,Taguranao
MATALAM,Tamped (Tampad)
MATALAM,New Abra
MATALAM,Pinamaton
MIDSAYAP,Agriculture
MIDSAYAP,Anonang
MIDSAYAP,Arizona
MIDSAYAP,Bagumba
MIDSAYAP,Baliki
MIDSAYAP,Bitoka
MIDSAYAP,Bual Norte
MIDSAYAP,Bual Sur
MIDSAYAP,Central Bulanan
MIDSAYAP,Damatulan
MIDSAYAP,Central Glad
MIDSAYAP,Ilbocean
MIDSAYAP,Kadigasan
MIDSAYAP,Kadingilan
MIDSAYAP,Kapinpilan
MIDSAYAP,Central Katingawan
MIDSAYAP,Kimagango
MIDSAYAP,Kudarangan
MIDSAYAP,Central Labas
MIDSAYAP,Lagumbingan
MIDSAYAP,Lomopog
MIDSAYAP,Lower Glad
MIDSAYAP,Lower Katingawan
MIDSAYAP,Macasendeg
MIDSAYAP,Malamote
MIDSAYAP,Malingao
MIDSAYAP,Milaya
MIDSAYAP,Mudseng
MIDSAYAP,Nabalawag
MIDSAYAP,Nalin
MIDSAYAP,Nes
MIDSAYAP,Olandang
MIDSAYAP,Patindeguen
MIDSAYAP,Barangay Poblacion 1
MIDSAYAP,Barangay Poblacion 2
MIDSAYAP,Barangay Poblacion 3
MIDSAYAP,Barangay Poblacion 4
MIDSAYAP,Barangay Poblacion 5
MIDSAYAP,Barangay Poblacion 6
MIDSAYAP,Barangay Poblacion 7
MIDSAYAP,Barangay Poblacion 8
MIDSAYAP,Palongoguen
MIDSAYAP,Rangaban
MIDSAYAP,Sadaan
MIDSAYAP,Salunayan
MIDSAYAP,Sambulawan
MIDSAYAP,San Isidro
MIDSAYAP,Santa Cruz
MIDSAYAP,Tugal
MIDSAYAP,Tumbras
MIDSAYAP,Bulanan Upper
MIDSAYAP,Upper Glad I
MIDSAYAP,Upper Glad II
MIDSAYAP,Upper Labas
MIDSAYAP,Villarica
MIDSAYAP,Kiwanan
MIDSAYAP,San Pedro
M'LANG,Bagontapay
M'LANG,Bialong
M'LANG,Buayan
M'LANG,Calunasan
M'LANG,Dalipe
M'LANG,Dagong
M'LANG,Dungo-an
M'LANG,Gaunan
M'LANG,Inas
M'LANG,Katipunan
M'LANG,La Fortuna
M'LANG,La Suerte
M'LANG,Langkong
M'LANG,Lepaga
M'LANG,Liboo
M'LANG,Lika
M'LANG,Luz Village
M'LANG,Magallon
M'LANG,Malayan
M'LANG,New Antique
M'LANG,New Barbaza
M'LANG,New Kalibo
M'LANG,New Consolacion
M'LANG,New Esperanza
M'LANG,New Janiuay
M'LANG,New Lawa-an
M'LANG,New Rizal
M'LANG,Nueva Vida
M'LANG,Pag-asa
M'LANG,Poblacion
M'LANG,Pulang-lupa
M'LANG,Sangat
M'LANG,Tawantawan
M'LANG,Tibao
M'LANG,Ugpay
M'LANG,Palma-Perez
M'LANG,Poblacion B
PIGKAWAYAN,Anick (Upper Balogo)
PIGKAWAYAN,Upper Baguer (Baguer)
PIGKAWAYAN,Balacayon
PIGKAWAYAN,Balogo
PIGKAWAYAN,Banucagon
PIGKAWAYAN,Bulucaon
PIGKAWAYAN,Buluan
PIGKAWAYAN,Buricain
PIGKAWAYAN,Capayuran
PIGKAWAYAN,Central Panatan
PIGKAWAYAN,Datu Binasing
PIGKAWAYAN,Datu Mantil
PIGKAWAYAN,Kadingilan
PIGKAWAYAN,Kimarayang
PIGKAWAYAN,Libungan Torreta
PIGKAWAYAN,Lower Baguer
PIGKAWAYAN,Lower Pangangkalan
PIGKAWAYAN,Malagakit
PIGKAWAYAN,Maluao
PIGKAWAYAN,North Manuangan
PIGKAWAYAN,Matilac
PIGKAWAYAN,Midpapan I
PIGKAWAYAN,Mulok
PIGKAWAYAN,New Culasi
PIGKAWAYAN,New Igbaras
PIGKAWAYAN,New Panay
PIGKAWAYAN,Upper Pangangkalan
PIGKAWAYAN,Patot
PIGKAWAYAN,Payong-payong
PIGKAWAYAN,Poblacion I
PIGKAWAYAN,Poblacion II
PIGKAWAYAN,Poblacion III
PIGKAWAYAN,Presbitero
PIGKAWAYAN,Renibon
PIGKAWAYAN,Simsiman
PIGKAWAYAN,South Manuangan
PIGKAWAYAN,Tigbawan
PIGKAWAYAN,Tubon
PIGKAWAYAN,Midpapan II
PIGKAWAYAN,Cabpangi
PIKIT,Bagoaingud (Bagoinged)
PIKIT,Balabak
PIKIT,Balatican
PIKIT,Balong
PIKIT,Balungis
PIKIT,Barungis
PIKIT,Batulawan
PIKIT,Bualan
PIKIT,Buliok
PIKIT,Bulod
PIKIT,Bulol
PIKIT,Calawag
PIKIT,Dalingaoen (Lalingaon)
PIKIT,Damalasak
PIKIT,Fort Pikit
PIKIT,Ginatilan
PIKIT,Gligli
PIKIT,Gokoton (Gokotan)
PIKIT,Inug-ug
PIKIT,Kabasalan
PIKIT,Kalacacan
PIKIT,Katilacan
PIKIT,Kolambog
PIKIT,Ladtingan
PIKIT,Lagunde
PIKIT,Langayen
PIKIT,Macabual
PIKIT,Macasendeg
PIKIT,Manaulanan
PIKIT,Nabundas
PIKIT,Nalapaan
PIKIT,Nunguan
PIKIT,Paidu Pulangi
PIKIT,Panicupan
PIKIT,Poblacion
PIKIT,Punol
PIKIT,Rajah Muda
PIKIT,Silik
PIKIT,Takipan
PIKIT,Talitay
PIKIT,Tinutulan
PIKIT,Pamalian
PRESIDENT ROXAS,Alegria
PRESIDENT ROXAS,Bato-bato
PRESIDENT ROXAS,Del Carmen
PRESIDENT ROXAS,F. Cajelo (New Maasin)
PRESIDENT ROXAS,Idaoman
PRESIDENT ROXAS,Ilustre
PRESIDENT ROXAS,Kamarahan
PRESIDENT ROXAS,Camasi
PRESIDENT ROXAS,Kisupaan
PRESIDENT ROXAS,La Esperanza
PRESIDENT ROXAS,Labu-o
PRESIDENT ROXAS,Lamalama
PRESIDENT ROXAS,Lomonay
PRESIDENT ROXAS,New Cebu
PRESIDENT ROXAS,Poblacion
PRESIDENT ROXAS,Sagcungan
PRESIDENT ROXAS,Salat
PRESIDENT ROXAS,Sarayan
PRESIDENT ROXAS,Tuael
PRESIDENT ROXAS,Greenhill
PRESIDENT ROXAS,Cabangbangan
PRESIDENT ROXAS,Datu Indang
PRESIDENT ROXAS,Datu Sandongan
PRESIDENT ROXAS,Kimaruhing
PRESIDENT ROXAS,Mabuhay
TULUNAN,Bagumbayan
TULUNAN,Banayal
TULUNAN,Batang
TULUNAN,Bituan
TULUNAN,Bual
TULUNAN,Daig
TULUNAN,Damawato
TULUNAN,Dungos
TULUNAN,Kanibong
TULUNAN,La Esperanza
TULUNAN,Lampagang
TULUNAN,Bunawan
TULUNAN,Magbok
TULUNAN,Maybula
TULUNAN,Minapan
TULUNAN,New Caridad
TULUNAN,New Culasi
TULUNAN,New Panay
TULUNAN,Paraiso
TULUNAN,Poblacion
TULUNAN,Popoyon
TULUNAN,Sibsib
TULUNAN,Tambac
TULUNAN,Tuburan
TULUNAN,F. Cajelo
TULUNAN,Bacong
TULUNAN,Galidan
TULUNAN,Genoveva Baynosa
TULUNAN,Nabundasan
ANTIPAS,Camutan
ANTIPAS,Canaan
ANTIPAS,Dolores
ANTIPAS,Kiyaab
ANTIPAS,Luhong
ANTIPAS,Magsaysay
ANTIPAS,Malangag
ANTIPAS,Malatad
ANTIPAS,Malire
ANTIPAS,New Pontevedra
ANTIPAS,Poblacion
ANTIPAS,B. Cadungon
ANTIPAS,Datu Agod
BANISILAN,Banisilan Poblacion
BANISILAN,Busaon
BANISILAN,Capayangan
BANISILAN,Carugmanan
BANISILAN,Gastay
BANISILAN,Kalawaig
BANISILAN,Kiaring
BANISILAN,Malagap
BANISILAN,Malinao
BANISILAN,Miguel Macasarte
BANISILAN,Pantar
BANISILAN,Paradise
BANISILAN,Pinamulaan
BANISILAN,Poblacion II
BANISILAN,Puting-bato
BANISILAN,Solama
BANISILAN,Thailand
BANISILAN,Tinimbacan
BANISILAN,Tumbao-Camalig
BANISILAN,Wadya
ALEOSAN,Bagolibas
ALEOSAN,Cawilihan
ALEOSAN,Dualing
ALEOSAN,Dunguan
ALEOSAN,Katalicanan
ALEOSAN,Lawili
ALEOSAN,Lower Mingading
ALEOSAN,Luanan
ALEOSAN,Malapang
ALEOSAN,New Leon
ALEOSAN,New Panay
ALEOSAN,Pagangan
ALEOSAN,Palacat
ALEOSAN,Pentil
ALEOSAN,San Mateo
ALEOSAN,Santa Cruz
ALEOSAN,Tapodoc
ALEOSAN,Tomado
ALEOSAN,Upper Mingading
ARAKAN,Allab
ARAKAN,Anapolon
ARAKAN,Badiangon
ARAKAN,Binoongan
ARAKAN,Dallag
ARAKAN,Datu Ladayon
